Date,ffi_emissions,luc_emissions,daccs_uptake,luc_uptake,BC_emissions,C2F6_constrain,C2F6_emissions,CCl4_constrain,CCl4_emissions,CF4_constrain,CF4_emissions,CFC113_constrain,CFC113_emissions,CFC114_constrain,CFC114_emissions,CFC115_constrain,CFC115_emissions,CFC11_constrain,CFC11_emissions,CFC12_constrain,CFC12_emissions,CH3Br_constrain,CH3Br_emissions,CH3CCl3_emissions,CH3Cl_constrain,CH3Cl_emissions,CH4_constrain,CH4_emissions,CO2_constrain,CO_emissions,HCFC141b_constrain,HCFC141b_emissions,HCFC142b_constrain,HCFC142b_emissions,HCFC22_constrain,HCFC22_emissions,HFC125_constrain,HFC125_emissions,HFC134a_constrain,HFC134a_emissions,HFC143a_constrain,HFC143a_emissions,HFC227ea_constrain,HFC227ea_emissions,HFC23_constrain,HFC23_emissions,HFC245_constrain,HFC245fa_emissions,HFC32_constrain,HFC32_emissions,HFC365_constrain,HFC365_emissions,HFC4310_constrain,HFC4310_emissions,N2O_constrain,N2O_emissions,NH3_emissions,NMVOC_emissions,NOX_emissions,OC_emissions,RF_albedo,SF6_constrain,SF6_emissions,SO2_emissions,SV,halon1211_constrain,halon1211_emissions,halon1301_constrain,halon1301_emissions,halon2402_constrain,halon2402_emissions
1745,0.0025940126083578,0.0811758673989868,0,0,2.09777075542297,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.08773,0,457.000002543132,4275.7449,728.618087768555,19.0197831178096,276.985997517904,348.52735877736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.754048665365,0.0547514182619845,6.92769009144426,60.0218262241548,3.87728201525952,15.4476681469614,0,0,0,1221.92753132272,0.18574567415812,0.00444657254653672,0.0077232726,0,0,0,0
1746,0.0025940126083578,0.0811758673989868,0,0,2.09777075542297,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.08773,0,457.000002543132,4275.7449,729.704874674479,19.0197831178096,277.013999938965,348.52735877736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.785044352214,0.0547514182619845,6.92769009144426,60.0218262241548,3.87728201525952,15.4476681469614,0,0,0,1221.92753132272,0.18574567415812,0.00444657254653672,0.0077232726,0,0,0,0
1747,0.0025940126083578,0.0811758673989868,0,0,2.09777075542297,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.08773,0,457.000002543132,4275.7449,729.83208211263,19.0197831178096,277.043998718262,348.52735877736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.802047729492,0.0547514182619845,6.92769009144426,60.0218262241548,3.87728201525952,15.4476681469614,0,0,0,1221.92753132272,0.18574567415812,0.00444657254653672,0.0077232726,0,0,0,0
1748,0.0025940126083578,0.0811758673989868,0,0,2.09777075542297,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.08773,0,457.000002543132,4275.7449,730.233098347982,19.0197831178096,277.079999287923,348.52735877736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.817049662272,0.0547514182619845,6.92769009144426,60.0218262241548,3.87728201525952,15.4476681469614,0,0,0,1221.92753132272,0.18574567415812,0.00444657254653672,0.0077232726,0,0,0,0
1749,0.0025940126083578,0.0811758673989868,0,0,2.09777075542297,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.08773,0,457.000002543132,4275.7449,730.976984659831,19.0197831178096,277.109001159668,348.52735877736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.833045959473,0.0547514182619845,6.92769009144426,60.0218262241548,3.87728201525952,15.4476681469614,0,0,0,1221.92753132272,0.18574567415812,0.00444657254653672,0.0077232726,0,0,0,0
1750,0.0025940126083578,0.0811758673989868,0,0,2.09777075542297,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.08773,0,457.000002543132,4275.7449,731.405995686849,19.0197831178096,277.147003173828,348.52735877736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.865051269531,0.0547514182619845,6.92769009144426,60.0218262241548,3.87728201525952,15.4476681469614,0,0,0,1221.92753132272,0.18574567415812,0.00444657254653672,0.0077232726,0,0,0,0
1751,0.00259410630270298,0.0826692695573487,0,0,2.07292592577364,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.1072,0,457.000002543132,4276.7685,731.838165283203,18.9151088699315,277.188000996908,343.92636724866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.894055684407,0.0557857964728974,6.86014218494785,59.0881262814941,3.83377293572513,15.1887167442771,-0.000229457254754928,0,0,1206.06817998415,0.185756746051751,0.00444657254653672,0.0077232726,0,0,0,0
1752,0.00259520846467241,0.0841901460141451,0,0,2.06431193291935,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.12502,0,457.000002543132,4277.7049,732.899973551432,18.8897118118868,277.229001363118,341.809033901687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.927055358887,0.0568397164293428,6.81948203671745,58.6319970268832,3.8343718514044,15.034475741404,-0.000458914509509855,0,0,1200.42784733962,0.185760471582431,0.00444657254653672,0.0077232726,0,0,0,0
1753,0.0025953021590176,0.0857390022173361,0,0,2.07195056351547,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.10373,0,457.000002543132,4276.586,733.634038289388,19.1213772311719,277.263000488281,343.675456209175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.973055521647,0.0579135473191227,6.88143852899345,59.0263494002083,3.81779432281837,15.1825451510084,-0.000688371764264782,0,0,1207.2270985351,0.18576171690695,0.00444657254653672,0.0077232726,0,0,0,0
1754,0.00259640432098703,0.0873163529136683,0,0,2.09934978275426,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.07356,0,457.000002543132,4274.9998,734.202021280924,19.5090610650158,277.304003397624,349.815625200644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.016044616699,0.0590076653048329,7.01518922398057,60.2699451738459,3.84733133698345,15.5587730495973,-0.00091782901901971,0,0,1232.95311436204,0.185762135640938,0.00444657254653672,0.0077232726,0,0,0,0
1755,0.00259750648295645,0.0889227223197461,0,0,2.09917316496601,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.09182,0,457.000002543132,4275.9598,734.736078898112,19.5004549333117,277.351003011068,348.144667955229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.051043192546,0.0601224536556315,6.94398904284427,59.8249337246985,3.88665288831541,15.3581825270901,-0.00114728627377464,0,0,1223.08268504316,0.161490510042689,0.00444657254653672,0.0077232726,0,0,0,0
1756,0.00277509047916764,0.0905586442962495,0,0,2.06891540700232,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.08556,0,457.000002543132,4275.6306,735.42100016276,19.4625365998159,277.388999938965,343.323151675845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.07905069987,0.0612583028814987,6.92271155666652,58.9468293122355,3.78014627435702,15.1957766257221,-0.00137674352852957,0,0,1211.4792016553,-0.0641399037555059,0.00444657254653672,0.0077232726,0,0,0,0
1757,0.00277619264113707,0.0922246625253572,0,0,2.14792367618288,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.09137,0,457.000002543132,4275.9361,735.893030802409,20.0235406641442,277.441998799642,355.941892263191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.096051534017,0.0624156108700321,7.04767412899973,61.2636929962836,3.99843626599571,15.7048191203741,-0.00160620078328449,0,0,1255.68824744137,0.0654814896339626,0.00444657254653672,0.0077232726,0,0,0,0
1758,0.00277729480310648,0.0939213306914344,0,0,2.12061140956071,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.09662,0,457.000002543132,4276.2118,736.206995646159,19.9340053291859,277.489000956217,351.839749049401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.129046122233,0.0635947830258265,6.99545976797322,60.4346124437883,3.95160931992617,15.51461162934,-0.00183565803803942,0,0,1241.80619043902,0.143706674085902,0.00444657254653672,0.0077232726,0,0,0,0
1759,0.00277839696507591,0.0956492126650438,0,0,2.1172674310974,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.08372,0,457.000002543132,4275.5338,736.098887125651,20.1414662138841,277.539998372396,351.507762725668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.165046691894,0.0647962324124869,7.04595832534658,60.4452630525709,3.88255946051418,15.5740134912391,-0.00206511529279435,0,0,1238.6934463844,0.171560263737479,0.00444657254653672,0.0077232726,0,0,0,0
1760,0.0027784906594211,0.0974088826903421,0,0,2.1278041049415,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.04022,0,457.000002543132,4273.2473,735.484171549479,20.4167971445005,277.605003356934,354.418285308152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.193051656087,0.066020379897325,7.12804828557026,61.0517247888764,3.87042696637563,15.8190639303234,-0.00229457254754928,0,0,1250.82091725511,0.180988300871404,0.00444657254653672,0.0077232726,0,0,0,0
1761,0.00304179968688542,0.0992009255759251,0,0,2.13775698945282,0,0,0.0250004289361338,0.024856862,34.0499992370605,0.010071225,0,0,0,0,0,0,0,0,0,0,5.29999780654907,105.09143,0,457.000002543132,4275.9395,735.763020833333,20.4559901689881,277.663998921712,354.707967919958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.2220509847,0.0672676542987884,7.08096980827722,60.9842272006638,3.94778554538408,15.6919158825748,-0.0025240298023042,0,0,1256.54812164893,0.184158544358859,0.00444657254653672,0.0077232726,0,0,0,0
